Cache_Number,reads,read misses,writes,write misses,total miss rate,writebacks,memory transactions,cache-to-cache transfers,interventions,invalidations,flushes,BusRds issued,BusRdXs issued,BusUpgrs issued,BusWrs issued,
Cache_0,2580,135,2615,257,0.075457,68,408,62,0,153,5697,135,257,114,0
Cache_1,18010101,457725,5126705,274946,0.031667,269075,842841,53768,0,439339,454403,457725,274946,212673,0
Cache_2,17455201,319356,4965052,144441,0.020687,179073,515863,33442,0,299456,315035,319356,144441,160449,0
Cache_3,5603794,115584,1597675,68309,0.025535,70152,203469,10435,0,126866,132595,115584,68309,61011,0
Cache_4,5595186,128180,1592506,82046,0.029248,78353,229095,13409,0,153583,164115,128180,82046,72893,0
Cache_5,5594622,143409,1591768,92243,0.032791,88946,267202,12704,0,154241,158727,143409,92243,70100,0
Cache_6,18011769,416624,5128428,230581,0.027969,225976,700710,46444,0,462707,478329,416624,230581,218915,0
Cache_7,17991402,373051,5121878,220861,0.025696,225566,687382,37622,0,347796,352977,373051,220861,169718,0
Cache_8,18020064,379848,5129876,230694,0.026373,213407,669319,39986,0,418348,438967,379848,230694,194616,0
Cache_9,18018280,397459,5129962,269765,0.028824,248245,763474,35673,0,416592,432314,397459,269765,187668,0
Cache_10,18010221,491422,5124752,235759,0.031432,235618,807876,38748,0,395554,415770,491422,235759,193671,0
Cache_11,17929505,264397,5104657,120072,0.016691,163793,432379,28658,0,253913,258674,264397,120072,144541,0
Cache_12,17571527,355067,5003049,231293,0.025974,212876,655774,34732,0,388581,410070,355067,231293,178194,0
Cache_13,17952911,320499,5108336,188817,0.022085,227089,591905,36045,0,316056,344037,320499,188817,180545,0
Cache_14,17514859,363371,4982051,153427,0.022972,192411,580104,33794,0,297610,308512,363371,153427,162899,0
Cache_15,18005431,396632,5123913,225584,0.026902,233465,709725,36755,0,380346,381974,396632,225584,182711,0
