Cache_Number,reads,read misses,writes,write misses,total miss rate,writebacks,memory transactions,cache-to-cache transfers,interventions,invalidations,flushes,BusRds issued,BusRdXs issued,BusUpgrs issued,BusWrs issued,
Cache_0,2580,95,2615,257,0.067757,146,956,32,0,0,0,352,0,0,490
Cache_1,18010101,259193,5126705,130303,0.016834,63731,4650734,309785,0,0,0,305830,0,0,4507292
Cache_2,17455201,171267,4965052,61709,0.010391,41194,4247068,179637,0,0,0,198539,0,0,4152535
Cache_3,5603794,53243,1597675,28330,0.011327,17924,1377339,61916,0,0,0,68818,0,0,1339758
Cache_4,5595186,58981,1592506,28273,0.012139,11583,1511912,74082,0,0,0,67410,0,0,1487157
Cache_5,5594622,73101,1591768,42021,0.016019,28275,1390288,85775,0,0,0,95479,0,0,1332666
Cache_6,18011769,207708,5128428,77192,0.012312,42894,4642532,235666,0,0,0,232528,0,0,4550404
Cache_7,17991402,204007,5121878,112658,0.013701,33994,4556604,276176,0,0,0,228570,0,0,4482121
Cache_8,18020064,196823,5129876,86162,0.012224,39118,4824824,233707,0,0,0,226278,0,0,4736428
Cache_9,18018280,203392,5129962,124607,0.014169,77889,4657886,240726,0,0,0,273348,0,0,4492724
Cache_10,18010221,308995,5124752,99624,0.017662,34940,4706610,363019,0,0,0,333634,0,0,4626070
Cache_11,17929505,128378,5104657,56793,0.008039,33883,4269687,147848,0,0,0,150778,0,0,4198481
Cache_12,17571527,179694,5003049,100294,0.012403,31828,4690915,243229,0,0,0,202077,0,0,4622328
Cache_13,17952911,160668,5108336,90455,0.010889,40448,4530495,202243,0,0,0,188002,0,0,4441167
Cache_14,17514859,210122,4982051,70882,0.012491,54772,4242161,208708,0,0,0,250011,0,0,4115093
Cache_15,18005431,221909,5123913,111739,0.014425,56570,4689763,268837,0,0,0,266797,0,0,4568382
