Cache_Number,reads,read misses,writes,write misses,total miss rate,writebacks,memory transactions,cache-to-cache transfers,interventions,invalidations,flushes,BusRds issued,BusRdXs issued,BusUpgrs issued,BusWrs issued,
Cache_0,2580,231,2615,1327,0.299904,2615,2885,0,0,65830608,0,231,0,0,2615
Cache_1,18010101,641963,5126705,881385,0.065841,5126705,2404733,0,0,60706518,0,641963,0,0,5126705
Cache_2,17455201,451226,4965052,607010,0.047200,4965054,1665246,0,0,60868171,0,451226,0,0,4965052
Cache_3,5603794,165990,1597675,229642,0.054938,1597676,625274,0,0,64235548,0,165990,0,0,1597675
Cache_4,5595186,177588,1592506,239075,0.057969,1592506,655738,0,0,64240717,0,177588,0,0,1592506
Cache_5,5594622,216382,1591768,261909,0.066555,1591769,740200,0,0,64241455,0,216382,0,0,1591768
Cache_6,18011769,595076,5128428,779519,0.059403,5128428,2154114,0,0,60704795,0,595076,0,0,5128428
Cache_7,17991402,518449,5121878,814439,0.057668,5121878,2147327,0,0,60711345,0,518449,0,0,5121878
Cache_8,18020064,541533,5129876,740651,0.055386,5129876,2022835,0,0,60703347,0,541533,0,0,5129876
Cache_9,18018280,615390,5129962,834813,0.062649,5129962,2285016,0,0,60703261,0,615390,0,0,5129962
Cache_10,18010221,593052,5124752,807827,0.060552,5124752,2208706,0,0,60708471,0,593052,0,0,5124752
Cache_11,17929505,357966,5104657,579828,0.040713,5104657,1517622,0,0,60728566,0,357966,0,0,5104657
Cache_12,17571527,504465,5003049,776449,0.056741,5003049,2057363,0,0,60830174,0,504465,0,0,5003049
Cache_13,17952911,454380,5108336,708804,0.050439,5108336,1871988,0,0,60724887,0,454380,0,0,5108336
Cache_14,17514859,479989,4982051,653578,0.050388,4982052,1787145,0,0,60851172,0,479989,0,0,4982051
Cache_15,18005431,546664,5123913,761606,0.056563,5123914,2069876,0,0,60709310,0,546664,0,0,5123913
